1.787259	2.234195	MA
2.675878	3.087038	KA
3.529953	4.017572	XU
4.323858	4.945850	WHERE
5.421955	5.960139	AM
6.446510	6.914496	I
7.377468	8.460522	MESSAGE
8.681144	9.521848	GARA
9.822041	10.565079	CHORA
10.878549	11.760907	MESSAGE
11.981497	12.712511	GARA
13.084444	13.830664	CHORI
14.280272	15.151020	VIDEO
15.429660	16.056599	CALL
16.265578	17.124717	GARA
17.484626	18.413424	VIDEO
18.738503	19.365442	CALL
19.690522	20.607710	RAKHDEU
21.246259	21.931247	THANK
22.198277	22.941315	YOU
23.173515	23.730794	LAI
24.427392	25.112381	K
25.228481	26.203719	BHANXA
26.702948	27.596916	MOBILE
27.782676	28.328345	KO
28.572154	29.350023	BATTI
29.744762	30.434146	KHOLA
30.987030	31.864847	FLASHLIGHT
32.391837	32.819205	KO
33.192925	34.066054	BATTI
34.342313	35.078910	KHOLA
35.607801	36.663377	CAMERA
37.535057	38.394195	KHOLA
38.916644	39.706123	PHOTO
40.077642	40.936780	DEKHAU
