0.670476	1.306122	BATTI
1.937415	2.374240	BALA
3.355283	3.998186	BATTI
4.675918	5.096780	KHOLA
5.770159	6.424671	BATTI
6.786032	7.192381	NIBHAU
8.067483	8.610249	BATTI
8.878730	9.205261	BALA
11.049796	11.488073	GEET
11.907483	12.390748	BAJAU
13.087347	13.489342	GEET
14.371701	14.971066	BAJAU
15.719909	16.142222	GEET
16.629841	17.174059	HEATER
17.667483	18.143492	CHALAU
19.353832	19.813878	CALL
20.218776	20.670113	GARA
21.301406	21.651156	PHONE
22.238912	22.601723	GARA
23.556644	24.177778	VOLUME
24.515918	24.955646	BADHAU
25.875737	26.448980	VOLUME
26.845170	27.295057	GHATAU
27.997460	28.585215	WIFI
28.972698	29.380499	KHOLA
30.152562	30.728707	WIFI
31.238095	31.687982	BANDA
32.211882	32.516644	GARA
33.564444	34.007075	DATA
34.789297	35.082449	KHOLA
35.810975	36.271020	DATA
36.884898	37.147574	KHOLA
38.040091	38.371174	DATA
39.088478	39.408648	KHOLA
40.442018	40.857624	DATA
41.468205	41.936146	BANDA
42.474894	42.760174	GARA
43.728894	43.913608	GEET
44.615007	44.828967	BAJAU
45.884913	46.074244	GEET
46.808452	47.379575	BAJAU
48.211089	48.394142	GEET
49.383844	49.975713	BAJAU
