0.666310	0.885973	2
1.830523	2.026999	3
3.117991	3.512163	4
4.416441	4.748376	5
9.030443	9.350613	9
10.237239	10.497890	10
12.882748	13.436889	BATTI
14.099805	14.606742	BALA
15.312758	15.807380	BATTI
16.708372	17.186575	KHOLA
17.880277	18.389266	BATTI
19.136330	19.542700	NIBHAU
20.638667	21.065561	LIGHT
22.052752	22.397551	ON
22.428337	22.805973	GARA
23.700808	24.066131	LIGHT
24.837823	25.166203	OFF
25.227774	25.621830	GARA
26.547450	26.806049	FAN
27.466914	27.949221	CHALAU
28.815323	29.303788	FAN
29.892819	30.393598	BANDA
30.559840	30.927215	GARA
31.922616	32.335143	TV
33.071945	33.451634	KHOLA
34.420355	34.841091	TV
35.504008	35.945268	BANDA
36.242862	36.622551	GARA
37.338830	37.712362	TV
38.412221	38.806277	CHALAU
39.990496	40.298352	GEET
40.979740	41.462048	BAJAU
42.239897	42.457449	GEET
43.243508	43.715554	BANDA
44.212228	44.641174	GARA
45.394395	45.903384	HEATER
46.478049	46.976775	CHALAU
47.699211	48.078900	HEATER
48.897797	49.310324	BANDA
49.971188	50.381663	GARA
51.058946	51.469421	HEATER
52.021509	52.288318	ON
52.965601	53.394547	GARA
54.020521	54.490514	HEATER
54.845575	55.313516	OFF
55.910757	56.356122	GARA
57.365890	57.807150	DHOKA
