0.773902	1.340257	DHOKA
1.842750	2.315465	KHOLA
2.963879	3.564185	DHOKA
4.509614	5.007428	BANDA
5.754150	6.166207	GARA
7.264327	7.893916	HEATER
8.653187	8.981578	ON
9.803599	10.244939	GARA
10.431096	11.087877	HEATER
11.600333	12.179722	OFF
13.060310	13.510016	GARA
14.300663	14.861227	HEATER
15.421791	15.884048	OFF
16.647503	17.028184	GARA
17.835564	18.458878	DHOKA
19.034084	19.437774	KHOLA
20.584002	21.148750	DHOKA
21.989596	22.713310	BANDA
23.244591	23.731947	GARA
24.482852	25.185649	DHOKA
25.871713	26.346519	LOCK
26.921725	27.486472	GARA
28.344052	28.883699	TIMER
29.400339	29.971361	RAKHA
30.531926	31.109223	TIMER
31.738812	32.293101	BANDA
33.046098	33.474888	GARA
