0.845883	1.544398	TV
2.051266	2.563495	KHOLA
3.552708	4.123679	TV
4.652356	5.338461	BANDA
5.801655	6.221939	GARA
7.224127	7.791522	TV
8.461179	8.947562	CHALAU
9.948523	10.481899	GEET
11.116311	11.703730	BAJAU
12.394534	12.883267	GEET
13.719751	14.336489	BANDA
14.878141	15.329278	GARA
16.248001	16.822322	HEATER
17.580267	18.061950	CHALAU
18.889036	19.477710	HEATER
19.892347	20.425723	BANDA
21.083071	21.501874	GARA
22.241370	22.817692	HEATER
23.332271	23.788107	ON
24.349680	24.832302	GARA
25.510419	26.048495	HEATER
26.668809	27.009512	OFF
27.552286	27.989189	GARA
