0.141904	0.980557	CHORA
1.420460	2.199513	LAI
2.672054	3.517802	CHORI
3.998857	4.705539	LAI
5.197947	6.138771	NATI
6.615568	7.398879	LAI
7.760734	8.907319	SUMINA
9.416755	9.992886	MIRA
10.976281	11.569440	ANIL
12.467693	13.302089	VOLUME
13.800172	14.553683	BADHAU
15.163871	15.985495	VOLUME
16.622760	17.458679	GHATAU
18.200618	19.070490	WIFI
19.825420	20.556226	KHOLA
21.164994	22.090209	WIFI
22.555459	23.296394	LAGAU
23.809336	24.631711	WIFI
25.132874	25.910742	BANDA
26.053590	26.724796	GARA
27.352013	28.041666	DATA
28.755187	29.470641	KHOLA
30.014133	30.732168	DATA
31.332422	32.257637	LAGAU
32.723082	33.370165	DATA
33.886797	34.714355	BANDA
34.714355	35.355403	GARA
35.744393	36.303322	GEET
37.053995	37.715268	BAJAU
38.123952	38.667444	GEET
39.088067	39.745966	BANDA
39.747973	40.552710	GARA
40.701853	41.259132	GEET
41.897681	42.588254	ROKA
43.499858	44.075409	GEET
44.579169	45.277337	BAJAU
46.036524	46.791453	MOBILE
47.411574	48.016086	BANDA
48.549645	49.178280	GARA
50.471026	51.251499	AGADI
51.650062	52.625300	GAREYKAI
52.889072	53.693418	NUMBER
53.865372	54.320884	MA
54.929653	55.424898	CALL
55.993933	56.577159	GARA
57.515145	58.238856	VIDEO
58.948376	59.410984	CALL
59.981438	60.546216	GARA
