0.909564	1.484478	MOBILE
1.717589	2.368300	BANDA
2.828802	3.216368	GARA
4.004371	4.819547	AGADI
5.423063	6.098086	GAREYKAI
6.748796	7.326570	NUMBER
7.904343	8.404890	MA
9.108515	9.577598	CALL
10.193985	10.725995	GARA
11.857230	12.595178	VIDEO
13.131478	13.563378	CALL
13.986697	14.415737	GARA
14.999231	15.561273	VIDEO
16.067540	16.500870	CALL
16.974244	17.531996	RAKHDEU
18.324290	18.947827	MESSAGE
19.202902	19.763003	GARA
20.305023	20.796989	CHORA
21.574981	22.205670	MESSAGE
22.440211	22.900714	GARA
23.309732	23.780246	CHORI
24.481011	24.980127	MA
25.393435	25.781001	KA
25.976929	26.424561	XU
27.221145	27.700239	THANK
27.981975	28.499683	YOU
29.017391	29.410678	LAI
29.914085	30.509020	NEPALI
30.845101	31.228376	MA
31.761816	32.100757	K
32.534088	33.010322	BHANXA
33.619558	34.250247	MOBILE
34.736492	35.185553	KO
35.464429	35.942094	BATTI
36.352542	36.797313	KHOLA
37.349344	37.902805	CAMERA
38.494880	38.853844	KHOLA
39.594652	40.145253	PHOTO
40.724457	41.316532	DEKHAU
42.023018	42.573619	AAJA
43.127080	43.730596	KATI
44.136754	44.693075	GATEY
45.182181	45.568316	HO
46.086024	46.680960	AAJA
47.324519	47.659170	KUN
48.292719	48.708888	BAAR
49.366749	49.781487	HO
50.555189	51.048585	FACEBOOK
51.732188	52.172669	KHOLA
52.666065	53.295323	FACEBOOK
53.933162	54.558130	KASARI
55.110161	55.749431	CHALAUXA
56.697609	57.288253	GHANTA
58.199248	58.920035	MIN
59.625090	60.204294	SECOND
61.005168	61.431348	PHONE
62.120672	62.634089	UTHAU
63.480728	64.028469	MERO
64.436056	65.158273	MESSAGE
65.614486	66.063547	PADHA
66.699956	67.302042	MERO
68.091475	68.799391	MESSAGE
69.307088	69.673202	KHOLA
70.299600	71.014667	BIHANA
71.659656	72.278904	BELUKA
72.939625	73.465914	DEUSO
74.155238	74.472727	MAP
75.186364	75.731244	DEKHAU
76.333330	76.831016	BUS
77.267207	77.747731	STOP
78.657295	79.229348	SAMMA
79.782810	80.334841	KASARI
80.733848	81.258707	JANE
82.126797	82.644505	BATTERY
83.248021	83.705664	KATI
84.229092	84.618088	6
85.543384	86.119728	TIME
86.670329	87.162294	KATI
87.564162	87.944577	BHAYO
