0.821611	1.462857	MERO
1.878740	2.726782	MESSAGE
3.136452	3.741824	PADHA
4.448960	5.096082	MERO
5.651876	6.327700	MESSAGE
7.196617	7.723708	KHOLA
8.785718	9.409355	BATTERY
10.072133	10.643583	KATI
11.295923	11.679499	6
12.691931	13.242507	TIME
13.785254	14.304517	KATI
14.860310	15.431760	BHAYO
16.645113	17.099142	PHONE
17.490546	18.155933	UTHAU
19.364067	20.016408	MOBILE
20.593076	21.122777	BANDA
21.696836	22.171740	GARA
23.165906	23.964371	WIFI
24.661070	25.222083	KHOLA
26.722465	27.382633	GEET
27.985396	28.713408	BAJAU
29.843261	30.446023	AAJA
31.179254	31.630673	KUN
32.288232	32.823151	BAAR
33.791224	34.206112	HO
35.187232	35.743026	FACEBOOK
36.580631	37.128707	KHOLA
37.916623	38.542870	FACEBOOK
39.205648	39.839722	KASARI
40.484235	41.280090	CHALAUXA
42.399506	43.038799	AGADI
43.691139	44.432198	GAREYKAI
45.081929	45.650769	NUMBER
46.326594	46.717998	MA
47.401650	47.876554	CALL
48.528894	49.082079	GARA
50.318916	50.882538	VOLUME
51.514003	52.137640	BADHAU
53.742397	54.358207	VOLUME
55.762043	56.430039	GHATAU
