0.237588	0.707849	CALL
0.978207	1.476323	GARA
2.369326	2.882189	MESSAGE
3.580206	4.130755	GARA
5.575946	6.116602	CAMERA
6.259216	6.681959	KHOLA
7.253809	7.645419	PHOTO
7.910863	8.402424	DEKHAU
9.234801	9.675568	AAJA
9.762411	10.080287	KUN
10.080287	10.430934	BAAR
10.555463	10.845485	HO
11.491069	11.982630	FACEBOOK
12.220218	12.631491	KHOLA
13.436013	13.989839	GHANTA
14.327378	14.799277	MIN
14.868096	15.457970	SECOND
15.944615	16.388659	PHONE
16.416514	16.919546	UTHAU
17.452071	17.891199	MERO
18.063245	18.563000	MESSAGE
18.633457	18.944779	KHOLA
