1.197034	1.749527	TIMER
1.904036	2.465958	RAKHA
3.244973	3.740374	TIMER
4.158427	4.738544	BANDA
5.241313	5.709090	GARA
6.593078	7.187928	MAUSAM
7.604535	8.173206	KASTO
8.598626	9.020362	6
9.839892	10.423693	WEATHER
10.855329	11.512103	KASTO
11.972513	12.442132	6
13.256138	13.677874	CALL
14.370331	14.819692	GARA
15.683422	16.141990	CALL
16.580301	17.094119	GARADEU
18.053615	18.491925	PHONE
19.186224	19.622693	GARA
20.398730	20.887901	PHONE
21.445919	22.086810	GARADEU
23.153121	23.762704	CHORA
24.125508	24.633801	LAI
25.541950	26.116322	CHORI
26.713014	27.258140	LAI
28.171595	28.930351	NATI
29.313413	29.924838	LAI
30.923007	31.654139	MIRA
32.551019	33.287676	ANIL
34.066690	34.591558	VOLUME
35.195616	35.630244	BADHAU
36.679980	37.306138	VOLUME
37.906513	38.455322	GHATAU
39.499900	40.219615	WIFI
41.074137	41.477457	DATA
42.484835	42.919462	KHOLA
43.720576	44.313585	WIFI
44.906594	45.422253	LAGAU
46.518030	47.228904	WIFI
48.026335	48.433338	BANDA
48.433338	48.814558	GARA
49.565750	50.002417	DATA
50.783273	51.317349	LAGAU
52.136879	52.669114	DATA
53.466545	53.871706	KHOLA
54.932492	55.523659	DATA
56.251107	56.654427	BANDA
56.654427	57.059588	GARA
57.904901	58.321113	GEET
59.256667	59.757593	BAJAU
60.661839	60.976760	GEET
61.998871	62.389299	BANDA
62.389299	62.687645	GARA
63.641616	63.916020	GEET
64.798167	65.352501	ROKA
66.192290	66.759515	ARKO
67.505380	67.826938	GEET
68.720864	69.173908	BAJAU
69.971339	70.671162	MOBILE
71.345203	71.849813	BANDA
72.573578	73.013731	GARA
73.976909	74.617801	AGADI
75.161085	75.778035	GAREYKAI
76.409718	76.903278	NUMBER
77.483395	77.973272	MA
78.590694	78.994753	CALL
