0.568375	0.973280	MAUSAM
1.604529	2.229116	KASTO
2.565234	2.918583	6
6.074827	6.492306	WEATHER
6.944994	7.363731	KASTO
7.745746	8.035219	6
9.559270	9.892499	CALL
10.326325	10.736260	GARA
11.383856	11.715827	PHONE
12.171030	12.523121	GARADEU
16.220077	16.674022	NATI
16.812344	17.143058	LAI
18.413100	18.972674	SUMINA
20.042779	20.596064	MIRA
21.438568	21.804491	ANIL
23.950988	24.355893	VOLUME
24.409964	24.767085	BADHAU
25.092769	25.419711	VOLUME
25.602044	25.979284	GHATAU
27.442976	27.871773	WIFI
27.920814	28.314402	KHOLA
29.348040	29.805758	WIFI
29.862344	30.200603	LAGAU
31.361246	31.871778	WIFI
32.919248	33.266310	DATA
33.296489	33.656125	KHOLA
33.976779	34.286116	DATA
34.286116	34.702338	LAGAU
35.757353	36.147168	DATA
36.218844	36.466565	BANDA
36.471595	36.754525	GARA
37.509006	37.712716	GEET
37.912653	38.301210	BAJAU
38.912340	39.152516	GEET
39.875560	40.155975	BANDA
40.155975	40.489204	GARA
40.950695	41.180812	GEET
41.325420	41.707691	ROKA
42.730012	42.912345	GEET
44.316936	44.513101	ON
44.720583	44.928066	GEET
45.521590	45.818353	BAJAU
46.879655	47.243064	MOBILE
47.439229	47.790062	BANDA
