1.279315	1.792340	MOBILE
2.483950	3.006984	BANDA
3.513247	3.930485	GARA
4.636706	5.151355	AGADI
5.678991	6.216369	GAREYKAI
6.596267	7.104421	NUMBER
7.716480	8.102872	MA
8.895138	9.341600	CALL
9.992622	10.406613	GARA
11.039777	11.512215	LIGHT
13.617890	14.082210	VIDEO
14.645563	14.984874	CALL
15.549851	15.939490	GARA
16.759356	17.270757	VIDEO
17.780535	18.205891	CALL
18.835808	19.363444	RAKHDEU
20.235262	20.746101	MESSAGE
21.201243	21.687438	GARA
22.128617	22.586085	CHORA
23.349129	23.956316	MESSAGE
24.311293	24.784300	GARA
25.206409	25.808726	CHORI
26.466242	26.954915	MA
27.557232	27.958236	KA
28.572154	28.904734	XU
32.882301	33.299540	THANK
33.859646	34.362930	YOU
34.750946	35.213642	LAI
35.854923	36.434512	NEPALI
36.848503	37.311200	MA
37.882671	38.249581	K
38.705784	39.199326	BHANXA
42.324558	42.939863	MOBILE
43.314890	43.701283	KO
44.240284	44.806884	BATTI
45.243605	45.573174	KHOLA
46.574872	47.177189	CAMERA
47.730801	48.141546	KHOLA
49.118891	49.617304	PHOTO
50.310538	50.713165	DEKHAU
51.559006	52.075278	AAJA
52.523363	53.060741	KATI
53.513696	54.067309	GATEY
54.515394	54.864446	HO
55.692429	56.233053	AAJA
56.686009	57.078895	KUN
57.621143	58.035135	BAAR
58.569265	58.893964	HO
