0.194236	0.512076	1
0.723970	1.324335	MIN
1.642176	2.242541	2
2.330830	2.984169	MIN
3.266694	3.920032	3
3.920032	4.538055	MIN
5.014816	5.615181	4
5.703470	6.268520	MIN
6.745281	7.275015	5
7.398619	8.087274	MIN
8.299167	8.758270	6
8.828901	9.552871	MIN
10.259184	10.912522	7
10.912522	11.583519	MIN
11.848386	12.360462	8
12.431093	13.031459	MIN
13.313983	13.905520	9
13.993809	14.550030	MIN
14.920844	15.450578	10
15.627156	16.351126	MIN
16.677795	17.181042	20
17.269331	17.913841	MIN
18.787902	19.273492	30
19.352952	19.750253	MIN
